user_id,items_count,steam_id,item_id,item_name,playtime_forever,publisher,genres,app_name,title,release_date,tags,reviews_url,specs,price,early_access,developer,user_url_y,funny,posted,recommend,sentiment_analysis,release_year
XxXGameSta101XxX,203.0,7.656119804700661e+16,41700.0,S.T.A.L.K.E.R.: Call of Pripyat,0.0,GSC Game World,"['Action', 'RPG']",S.T.A.L.K.E.R.: Call of Pripyat,S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,"['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",http://steamcommunity.com/app/41700/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",19.99,False,GSC Game World,http://steamcommunity.com/profiles/76561198079885795,,"Posted June 7, 2015.",True,2,2010
Derkness,49.0,7.656119807349963e+16,45740.0,Dead Rising 2,82.0,Capcom,"['Action', 'Adventure']",Dead Rising® 2,Dead Rising® 2,2010-09-27,"['Zombies', 'Action', 'Open World', 'Co-op', 'Adventure', 'Third Person', 'Online Co-Op', 'Gore', 'Comedy', 'Survival', 'Funny', 'Character Customization', 'Multiplayer', 'Sandbox', 'Crafting', 'Singleplayer', 'Multiple Endings', 'Horror', 'RPG', '3D Vision']",http://steamcommunity.com/app/45740/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Capcom Vancouver,http://steamcommunity.com/id/BlippX1,,"Posted May 10, 2015.",False,2,2010
bvProblem,14.0,7.656119805762203e+16,70300.0,VVVVVV,19.0,Terry Cavanagh,"['Action', 'Indie']",VVVVVV,VVVVVV,2010-09-07,"['Platformer', 'Indie', 'Great Soundtrack', 'Difficult', 'Retro', '2D', 'Singleplayer', 'Pixel Graphics', 'Exploration', 'Action', 'Sci-fi', 'Adventure', 'Short', 'Metroidvania', 'Puzzle', 'Minimalist', 'Open World', 'Space', 'Classic', 'Casual']",http://steamcommunity.com/app/70300/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",4.99,False,Terry Cavanagh,http://steamcommunity.com/id/TheTriggured,,"Posted June 15, 2015.",True,2,2010
someguyinsteem,18.0,7.656119809073912e+16,47870.0,Need for Speed: Hot Pursuit,719.0,Electronic Arts,['Racing'],Need For Speed: Hot Pursuit,Need For Speed: Hot Pursuit,2010-11-16,"['Racing', 'Multiplayer', 'Open World', 'Driving', 'Action', 'Singleplayer', 'Arcade', 'Great Soundtrack', 'Controller', 'Simulation', 'Co-op', 'Remake', 'Atmospheric', 'Massively Multiplayer', 'Adventure', 'Online Co-Op', 'Realistic', 'Funny']",http://steamcommunity.com/app/47870/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",19.99,False,Criterion Games,http://steamcommunity.com/id/pikawuu2,,"Posted January 27, 2013.",True,2,2010
76561198074942714,0.0,7.656119807494272e+16,227560.0,Scourge: Outbreak,0.0,Bitbox S.L.,"['Action', 'Indie']",Scourge: Outbreak,Scourge: Outbreak,2014-04-02,"['Action', 'Indie', 'Third-Person Shooter', 'Co-op', 'Sci-fi', 'Shooter', 'Multiplayer', 'Third Person', 'Female Protagonist']",http://steamcommunity.com/app/227560/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,Tragnarion Studios,,,"Posted May 4, 2014.",True,2,2014
76561198084066563,127.0,7.656119808406656e+16,18000.0,"On the Rain-Slick Precipice of Darkness, Episode One",4.0,Hothead Games,"['Adventure', 'RPG']","Precipice of Darkness, Episode One","Precipice of Darkness, Episode One",2008-05-21,"['RPG', 'Adventure', 'Comedy', 'Funny', 'Singleplayer', 'Turn-Based']",http://steamcommunity.com/app/18000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements']",7.99,False,Hothead Games,,,"Posted November 28, 2013.",True,2,2008
76561198091717988,25.0,7.656119809171798e+16,18020.0,"On the Rain-Slick Precipice of Darkness, Episode Two",0.0,Hothead Games,"['Adventure', 'RPG']","Precipice of Darkness, Episode Two","Precipice of Darkness, Episode Two",2008-10-29,"['RPG', 'Adventure', 'Comedy', 'Singleplayer', 'Funny', 'Turn-Based']",http://steamcommunity.com/app/18020/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements']",7.99,False,Hothead Games,,,"Posted July 13, 2012.",True,2,2008
76561198066881691,303.0,7.65611980668817e+16,48190.0,Assassin's Creed Brotherhood,1.0,Ubisoft,"['Action', 'Adventure']",Assassin’s Creed® Brotherhood,Assassin’s Creed® Brotherhood,2011-03-22,"['Action', 'Adventure', 'Open World', 'Parkour', 'Stealth', 'Third Person', 'Assassin', 'Historical', 'Multiplayer', 'Singleplayer', 'Rome', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Conspiracy', 'Action-Adventure', 'Sandbox', 'Medieval', 'Controller', 'Casual']",http://steamcommunity.com/app/48190/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Partial Controller Support']",19.99,False,Ubisoft Montreal,http://steamcommunity.com/id/pleaseendmyfuckingsufferingcyka,,"Posted January 19, 2014.",True,2,2011
76561198042146054,275.0,7.656119804214605e+16,63710.0,BIT.TRIP RUNNER,20.0,Gaijin Games,"['Action', 'Indie']",BIT.TRIP RUNNER,BIT.TRIP RUNNER,2011-02-28,"['Indie', 'Rhythm', 'Platformer', 'Difficult', 'Music', 'Runner', 'Retro', 'Action', 'Great Soundtrack', 'Singleplayer', '2D', 'Pixel Graphics', 'Arcade', 'Minimalist', 'Side Scroller', 'Casual', 'Controller']",http://steamcommunity.com/app/63710/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Gaijin Games,http://steamcommunity.com/id/Pinki3,,"Posted January 5, 2015.",True,2,2011
76561198093191096,36.0,7.65611980931911e+16,95300.0,Capsized,0.0,Alientrap,"['Action', 'Indie']",Capsized,Capsized,2011-04-29,"['Action', 'Platformer', 'Indie', 'Sci-fi', 'Local Co-Op', '2D', 'Shooter', 'Physics', 'Great Soundtrack', 'Local Multiplayer', 'Singleplayer', 'Metroidvania', 'Space', 'Adventure']",http://steamcommunity.com/app/95300/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",9.99,False,Alientrap,,,"Posted December 23, 2013.",True,2,2011
Devmabby,203.0,7.656119807505587e+16,92000.0,Hydrophobia: Prophecy,17.0,Dark Energy Digital Ltd.,"['Action', 'Adventure', 'Indie', 'Strategy']",Hydrophobia: Prophecy,Hydrophobia: Prophecy,2011-05-09,"['Action', 'Adventure', 'Indie', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Physics', 'Short', 'Strategy', 'Sci-fi', 'Third-Person Shooter', 'Underwater', 'Action-Adventure', 'Cyberpunk']",http://steamcommunity.com/app/92000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Dark Energy Digital Ltd.,http://steamcommunity.com/profiles/76561198072912995,,"Posted April 1, 2014.",True,0,2011
76561198107732375,50.0,7.656119810773237e+16,45760.0,Ultra Street Fighter IV,4413.0,Capcom,['Action'],Ultra Street Fighter® IV,Ultra Street Fighter® IV,2014-08-07,"['Fighting', 'Arcade', 'Competitive', '2D Fighter', 'Action', 'Local Multiplayer', 'Multiplayer', 'Controller', 'e-sports', 'Difficult', 'Classic', 'Anime', 'Singleplayer', 'Great Soundtrack', '2.5D', '2D', ""Beat 'em up"", 'Local Co-Op', 'Adventure', '3D Vision']",http://steamcommunity.com/app/45760/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,Capcom,http://steamcommunity.com/profiles/76561198073570262,,"Posted May 16, 2015.",True,2,2014
diamondexcavater,0.0,7.656119809508435e+16,57900.0,Duke Nukem Forever,0.0,2K Games,['Action'],Duke Nukem Forever,Duke Nukem Forever,2011-06-13,"['FPS', 'Action', 'Nudity', 'Shooter', 'Aliens', 'Singleplayer', 'Comedy', 'Sci-fi', 'Multiplayer', 'First-Person', 'Mature', 'Funny', 'Gore', 'Dark Humor', 'Classic', 'Adventure', 'Memes', 'Atmospheric', 'Linear', '3D Vision']",http://steamcommunity.com/app/57900/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Gearbox Software,http://steamcommunity.com/id/Vanillabun,,"Posted May 17, 2013.",True,2,2011
76561198069533335,0.0,7.656119806953333e+16,67370.0,The Darkness II,0.0,2K Games,['Action'],The Darkness II,The Darkness II,2012-02-06,"['FPS', 'Action', 'Gore', 'Shooter', 'Co-op', 'Singleplayer', 'Dark', 'First-Person', 'Horror', 'Atmospheric', 'Multiplayer', 'Story Rich', 'Short', 'Violent', 'Comic Book', 'Multiple Endings', 'Supernatural', 'Adventure', 'Nudity', 'Funny']",http://steamcommunity.com/app/67370/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",29.99,False,Digital Extremes,http://steamcommunity.com/profiles/76561198020940001,,"Posted March 8, 2014.",True,2,2012
76561198072486822,96.0,7.656119807248682e+16,207570.0,English Country Tune,0.0,increpare games,"['Indie', 'Casual']",English Country Tune,English Country Tune,2011-11-25,"['Puzzle', 'Indie', 'Casual', 'Abstract', 'Difficult']",http://steamcommunity.com/app/207570/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",4.99,False,increpare games,,,"Posted August 13, 2012.",True,2,2011
ShrikeShrikeShrikeShrikeShrike,53.0,7.656119808653048e+16,204060.0,Superbrothers: Sword & Sworcery EP,24.0,Capybara Games,"['Adventure', 'Indie']",Superbrothers: Sword & Sworcery EP,Superbrothers: Sword &amp; Sworcery EP,2012-04-16,"['Adventure', 'Indie', 'Pixel Graphics', 'Great Soundtrack', 'Point & Click', 'Atmospheric', 'Female Protagonist', 'Singleplayer', 'Fantasy', 'Puzzle', 'Relaxing', 'Casual', '2D', 'Touch-Friendly', 'Exploration', 'Story Rich', 'Retro', 'Music']",http://steamcommunity.com/app/204060/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Cloud']",7.99,False,"Capybara,Superbrothers,Jim Guthrie",http://steamcommunity.com/id/AstrazHD,,"Posted September 8, 2014.",True,2,2012
lucifer666678,63.0,7.656119799365534e+16,6860.0,Hitman: Blood Money,0.0,Io-Interactive A/S,['Action'],Hitman: Blood Money,Hitman: Blood Money,2006-05-30,"['Stealth', 'Action', 'Third Person', 'Singleplayer', 'Assassin', 'Classic', 'Great Soundtrack', 'Third-Person Shooter', 'Puzzle', 'Cult Classic', 'Sandbox', 'Shooter', 'Replay Value', 'Atmospheric', 'Crime', 'Difficult', 'First-Person', 'Strategy', 'Dark', 'Simulation']",http://steamcommunity.com/app/6860/reviews/?browsefilter=mostrecent&p=1,['Single-player'],8.99,False,Io-Interactive A/S,http://steamcommunity.com/id/lightfrog94,,"Posted February 7, 2015.",True,1,2006
76561197994136663,80.0,7.656119799413666e+16,6900.0,Hitman: Codename 47,0.0,Io-Interactive A/S,['Action'],Hitman: Codename 47,Hitman: Codename 47,2000-11-23,"['Stealth', 'Action', 'Classic', 'Assassin', 'Singleplayer', 'Third Person', 'Shooter', 'Third-Person Shooter', 'Difficult', 'Sandbox', 'Atmospheric']",http://steamcommunity.com/app/6900/reviews/?browsefilter=mostrecent&p=1,['Single-player'],6.99,False,Io-Interactive A/S,http://steamcommunity.com/id/Killstreakz,,"Posted October 29, 2015.",False,1,2000
76561198064622636,52.0,7.656119806462264e+16,209830.0,Lone Survivor: The Director's Cut,1.0,Superflat Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Lone Survivor: The Director's Cut,Lone Survivor: The Director's Cut,2012-04-23,"['Horror', 'Indie', 'Survival Horror', 'Adventure', 'Pixel Graphics', 'Atmospheric', '2D', 'RPG', 'Action', 'Dark', 'Singleplayer', 'Zombies', 'Great Soundtrack', 'Retro', 'Psychological Horror', 'Simulation', 'Survival', 'Side Scroller', 'Exploration', 'Difficult']",http://steamcommunity.com/app/209830/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",14.99,False,Jasper Byrne,,,"Posted March 2, 2013.",True,2,2012
Dobble,0.0,7.656119803385701e+16,205910.0,Tiny and Big: Grandpa's Leftovers,0.0,Black Pants Studio,['Indie'],Tiny and Big: Grandpa's Leftovers,Tiny and Big: Grandpa's Leftovers,2012-06-19,"['Indie', 'Physics', 'Platformer', 'Puzzle', 'Adventure', '3D Platformer', 'Great Soundtrack', 'Third Person', 'Action', 'Comedy', 'Singleplayer', 'Funny', 'Short', 'Atmospheric', 'Sandbox']",http://steamcommunity.com/app/205910/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Black Pants Studio,http://steamcommunity.com/profiles/76561198121764922,,"Posted August 20, 2013.",True,2,2012
someorangecolour,0.0,7.656119807824546e+16,108710.0,Alan Wake,138.0,Remedy Entertainment,"['Action', 'Adventure']",Alan Wake,Alan Wake,2012-02-16,"['Action', 'Horror', 'Adventure', 'Third Person', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Psychological Horror', 'Thriller', 'Great Soundtrack', 'Episodic', 'Mystery', 'Third-Person Shooter', 'Dark', 'Cinematic', 'Supernatural', 'Narration', 'Survival Horror', 'Shooter', 'Survival']",http://steamcommunity.com/app/108710/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Remedy Entertainment,http://steamcommunity.com/id/MarbleShrine,,"Posted February 23, 2012.",True,2,2012
76561198106067504,76.0,7.65611981060675e+16,202750.0,Alan Wake's American Nightmare,0.0,Remedy Entertainment,"['Action', 'Adventure']",Alan Wake's American Nightmare,Alan Wake's American Nightmare,2012-05-22,"['Action', 'Adventure', 'Horror', 'Third Person', 'Singleplayer', 'Third-Person Shooter', 'Thriller', 'Psychological Horror', 'Arcade', 'Mystery', 'Atmospheric', 'Survival Horror', 'Cinematic', 'Detective', 'Story Rich', 'Shooter', 'Survival', 'Controller', 'Supernatural', 'Short']",http://steamcommunity.com/app/202750/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",9.99,False,Remedy Entertainment,http://steamcommunity.com/id/PrivateSpades,,"Posted April 28, 2015.",False,2,2012
76561198049760472,81.0,7.656119804976048e+16,107800.0,Rochard,0.0,sindato,"['Action', 'Indie', 'Casual']",Rochard,Rochard,2011-11-15,"['Platformer', 'Indie', 'Action', 'Puzzle', 'Physics', 'Sci-fi', 'Casual', 'Singleplayer', 'Puzzle-Platformer', '2D', 'Side Scroller', 'Great Soundtrack', 'Adventure', '2.5D', 'Space']",http://steamcommunity.com/app/107800/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Recoil Games,,,"Posted December 6, 2012.",True,2,2011
Joaothekiller,35.0,7.656119809121434e+16,108500.0,Vessel,0.0,IndiePub,"['Action', 'Indie', 'Strategy']",Vessel,Vessel,2012-03-01,"['Puzzle', 'Indie', 'Platformer', 'Steampunk', 'Action', 'Physics', 'Strategy', 'Singleplayer', 'Puzzle-Platformer', 'Adventure', '2D', 'Sci-fi', 'Great Soundtrack']",http://steamcommunity.com/app/108500/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support']",19.99,False,Strange Loop Games,http://steamcommunity.com/profiles/76561198041163483,,"Posted May 28, 2015.",True,2,2012
DomEE,69.0,7.656119809416384e+16,65300.0,Dustforce,0.0,sindato,"['Action', 'Indie']",Dustforce DX,Dustforce DX,2012-01-17,"['Platformer', 'Great Soundtrack', 'Indie', 'Difficult', 'Time Attack', '2D', 'Action', 'Stylized', 'Local Multiplayer', 'Local Co-Op', 'Score Attack', 'Side Scroller', 'Level Editor', 'Singleplayer', 'Fast-Paced', 'Parkour', '4 Player Local', 'Atmospheric']",http://steamcommunity.com/app/65300/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Hitbox Team,http://steamcommunity.com/profiles/76561198045808913,1 person found this review funny,"Posted June 20, 2014.",True,2,2012
76561198059347479,75.0,7.656119805934747e+16,207420.0,Wizorb,0.0,Tribute Games Inc.,"['Action', 'Adventure', 'Indie']",Wizorb,Wizorb,2012-03-14,"['Indie', 'Arcade', 'Action', 'Pixel Graphics', 'Adventure', 'Retro', '2D', 'Singleplayer', 'Fantasy', 'Casual', 'Puzzle']",http://steamcommunity.com/app/207420/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,Tribute Games Inc.,,,"Posted December 29, 2013.",True,2,2012
76561198076129408,77.0,7.65611980761294e+16,214970.0,Intrusion 2,0.0,Aleksey Abramenko,"['Action', 'Indie']",Intrusion 2,Intrusion 2,2012-09-11,"['Action', 'Indie', 'Platformer', '2D', 'Physics', 'Sci-fi', 'Shooter', 'Singleplayer', 'Side Scroller', 'Difficult', 'Great Soundtrack', ""Shoot 'Em Up""]",http://steamcommunity.com/app/214970/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Aleksey Abramenko,http://steamcommunity.com/id/NeroChevalier,,Posted January 23.,True,2,2012
76561197983126861,196.0,7.656119798312686e+16,219680.0,Proteus,0.0,Twisted Tree,"['Adventure', 'Casual', 'Indie']",Proteus,Proteus,2013-01-30,"['Exploration', 'Walking Simulator', 'Relaxing', 'Indie', 'Casual', 'Procedural Generation', 'Experimental', 'First-Person', 'Adventure', 'Atmospheric', 'Singleplayer', 'Great Soundtrack', 'Pixel Graphics', 'Open World', 'Cute', 'Sandbox', 'Short', 'Music', 'Surreal', 'Colorful']",http://steamcommunity.com/app/219680/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",9.99,False,Ed Key and David Kanaga,http://steamcommunity.com/id/luketowers,,"Posted January 6, 2014.",False,0,2013
76561197997884293,55.0,7.656119799788429e+16,388410.0,Darksiders II: Deathinitive Edition,0.0,THQ Nordic,"['Action', 'Adventure', 'RPG']",Darksiders II Deathinitive Edition,Darksiders II Deathinitive Edition,2015-11-05,"['Action', 'Adventure', 'Hack and Slash', 'RPG', 'Open World', 'Singleplayer', 'Third Person', 'Fantasy', 'Puzzle', 'Story Rich', 'Great Soundtrack', 'Action RPG', 'Parkour', 'Spectacle fighter', 'Gore', 'Controller', 'Loot', 'Dark Fantasy', 'Multiplayer', 'Metroidvania']",http://steamcommunity.com/app/388410/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,"Gunfire Games,Vigil Games,THQ Nordic",http://steamcommunity.com/id/matiaswat,,Posted January 6.,True,1,2015
76561198048289869,5.0,7.656119804828987e+16,230980.0,Starseed Pilgrim,0.0,Droqen's Games,"['Adventure', 'Indie']",Starseed Pilgrim,Starseed Pilgrim,2013-04-16,"['Indie', 'Adventure', 'Puzzle', 'Minimalist', 'Exploration', 'Atmospheric', 'Puzzle-Platformer', 'Platformer', 'Difficult', '2D', 'Singleplayer']",http://steamcommunity.com/app/230980/reviews/?browsefilter=mostrecent&p=1,['Single-player'],5.99,False,Droqen,http://steamcommunity.com/profiles/76561198066638492,,"Posted March 31, 2014.",False,1,2013
thedragon347,111.0,7.656119806335357e+16,228300.0,Remember Me,164.0,Capcom,"['Action', 'Adventure']",Remember Me,Remember Me,2013-06-03,"['Cyberpunk', 'Action', 'Female Protagonist', 'Sci-fi', 'Third Person', 'Adventure', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Dystopian', ""Beat 'em up"", 'Linear', 'Futuristic', 'Parkour', 'Hack and Slash', 'Action-Adventure', 'Fighting', 'Platformer', '3D Vision']",http://steamcommunity.com/app/228300/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,DONTNOD Entertainment,http://steamcommunity.com/id/Flappyflap,,"Posted September 6, 2015.",True,2,2013
76561198015157743,374.0,7.656119801515774e+16,65930.0,The Bureau: XCOM Declassified,0.0,2K Games,['Action'],The Bureau: XCOM Declassified,The Bureau: XCOM Declassified,2013-08-19,"['Action', 'Tactical', 'Sci-fi', 'Third-Person Shooter', 'Singleplayer', 'Third Person', 'Strategy', 'Aliens', 'Shooter', 'RPG', 'Adventure', 'Atmospheric', 'Multiplayer', 'Cold War', 'Story Rich', 'Open World', 'Stealth', 'Noir', 'Co-op']",http://steamcommunity.com/app/65930/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,2K Marin,http://steamcommunity.com/id/Juzy1,,"Posted August 23, 2013.",True,0,2013
76561198073725626,51.0,7.656119807372563e+16,206190.0,Gunpoint,355.0,Suspicious Developments,"['Action', 'Indie', 'Strategy']",Gunpoint,Gunpoint,2013-06-03,"['Stealth', 'Puzzle', 'Indie', '2D', 'Comedy', 'Singleplayer', 'Pixel Graphics', 'Action', 'Strategy', 'Platformer', 'Noir', 'Great Soundtrack', 'Funny', 'Short', 'Hacking', 'Level Editor', 'GameMaker', 'Story Rich', 'Adventure', 'Sci-fi']",http://steamcommunity.com/app/206190/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']",9.99,False,Suspicious Developments,http://steamcommunity.com/profiles/76561198079337907,,"Posted September 3, 2015.",True,2,2013
76561198054978831,24.0,7.656119805497883e+16,231040.0,Beatbuddy: Tale of the Guardians,0.0,Threaks,"['Action', 'Adventure', 'Casual', 'Indie']",Beatbuddy: Tale of the Guardians,Beatbuddy: Tale of the Guardians,2013-08-06,"['Indie', 'Music', 'Adventure', 'Rhythm', 'Casual', 'Action', 'Great Soundtrack', 'Puzzle', '2D', 'Platformer', 'Singleplayer', 'Touch-Friendly', 'Side Scroller']",http://steamcommunity.com/app/231040/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Threaks,http://steamcommunity.com/profiles/76561198079326390,,"Posted March 14, 2014.",True,2,2013
DrMolo,131.0,7.656119809633422e+16,261760.0,Lichdom: Battlemage,0.0,Xaviant Games,"['Action', 'Indie', 'RPG']",Lichdom: Battlemage,Lichdom: Battlemage,2014-08-26,"['RPG', 'Magic', 'Action', 'First-Person', 'Fantasy', 'Indie', 'Singleplayer', 'FPS', 'Adventure', 'Action RPG', 'Female Protagonist', 'Difficult', 'Atmospheric', 'Open World']",http://steamcommunity.com/app/261760/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,False,Xaviant,http://steamcommunity.com/id/Zestayy,,"Posted March 22, 2014.",True,2,2014
76561198097534775,0.0,7.656119809753477e+16,296490.0,GemCraft - Chasing Shadows,0.0,Armor Games Studios,"['Action', 'Indie', 'Strategy']",GemCraft - Chasing Shadows,GemCraft - Chasing Shadows,2015-04-30,"['Tower Defense', 'Strategy', 'Indie', 'Action', 'Singleplayer', 'Top-Down', '2D', 'Fantasy']",http://steamcommunity.com/app/296490/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Game in a Bottle,http://steamcommunity.com/id/Assasindie,,Posted April 20.,True,2,2015
76561198070983798,41.0,7.656119807098379e+16,358250.0,Cosmo's Cosmic Adventure,0.0,3D Realms (Apogee Software),"['Action', 'Adventure']",Cosmo's Cosmic Adventure,Cosmo's Cosmic Adventure,1992-03-01,"['Action', 'Adventure', 'Platformer', '2D', ""1990's"", 'Singleplayer', 'Classic', 'Retro']",http://steamcommunity.com/app/358250/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",4.99,False,3D Realms (Apogee Software),,,"Posted October 19, 2015.",True,2,1992
76561198090724989,145.0,7.6561198090725e+16,358260.0,Crystal Caves,0.0,Apogee Software,['Action'],Crystal Caves,Crystal Caves,1991-10-23,"['Action', 'Classic', 'Platformer', ""1990's""]",http://steamcommunity.com/app/358260/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",4.99,False,3D Realms (Apogee Software),,2 people found this review funny,"Posted June 13, 2015.",True,2,1991
76561198050023141,0.0,7.656119805002314e+16,358290.0,Hocus Pocus,0.0,3D Realms (Apogee Software),"['Action', 'Adventure']",Hocus Pocus,Hocus Pocus,1994-06-01,"['Action', 'Adventure', 'Platformer', ""1990's""]",http://steamcommunity.com/app/358290/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",4.99,False,Moonlite Software,,,"Posted June 13, 2015.",True,2,1994
76561198066955730,89.0,7.656119806695573e+16,358340.0,Word Rescue,0.0,3D Realms (Apogee Software),"['Action', 'Adventure']",Word Rescue,Word Rescue,1992-05-01,"['Action', 'Adventure', 'Education', ""1990's"", 'Female Protagonist', 'Classic']",http://steamcommunity.com/app/358340/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",4.99,False,Redwood Games,,1 person found this review funny,"Posted June 13, 2015.",True,2,1992
76561197998179587,5.0,7.656119799817958e+16,365810.0,FLYING TIGERS: SHADOWS OVER CHINA,0.0,ACE MADDOX,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",Flying Tigers: Shadows Over China,Flying Tigers: Shadows Over China,2017-05-29,"['Flight', 'World War II', 'Action', 'Simulation', 'Indie', 'Shooter', 'Arcade', 'Multiplayer', 'Casual', 'Adventure', 'Historical', 'Singleplayer', 'Third Person', 'Controller', 'Great Soundtrack', 'Competitive', 'Replay Value', 'Military', 'Atmospheric', 'Third-Person Shooter']",http://steamcommunity.com/app/365810/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",15.99,False,ACE MADDOX,http://steamcommunity.com/profiles/76561198063241906,,Posted July 10.,True,2,2017
